level,SP,MaxSPClass0,MaxSPClass1,MaxSPClass2
2543,6054,0,0,0
2544,6057,0,0,0
2545,6060,0,0,0
2546,6063,0,0,0
2547,6066,0,0,0
2548,6069,0,0,0
2549,6072,0,0,0
2550,6075,0,0,0
2551,6077,0,0,0
2552,6079,0,0,0
2553,6081,0,0,0
2554,6083,0,0,0
2555,6085,0,0,0
2556,6087,0,0,0
2557,6089,0,0,0
2558,6091,0,0,0
2559,6093,0,0,0
2560,6095,0,0,0
2561,6097,0,0,0
2562,6099,0,0,0
2563,6101,0,0,0
2564,6103,0,0,0
2565,6105,0,0,0
2566,6107,0,0,0
2567,6109,0,0,0
2568,6111,0,0,0
2569,6113,0,0,0
2570,6115,0,0,0
2571,6117,0,0,0
2572,6119,0,0,0
2573,6121,0,0,0
2574,6123,0,0,0
2575,6125,0,0,0
2576,6127,0,0,0
2577,6129,0,0,0
2578,6131,0,0,0
2579,6133,0,0,0
2580,6135,0,0,0
2581,6137,0,0,0
2582,6139,0,0,0
2583,6141,0,0,0
2584,6143,0,0,0
2585,6145,0,0,0
2586,6147,0,0,0
2587,6149,0,0,0
2588,6151,0,0,0
2589,6153,0,0,0
2590,6155,0,0,0
2591,6157,0,0,0
2592,6159,0,0,0
2593,6161,0,0,0
2594,6163,0,0,0
2595,6165,0,0,0
2596,6167,0,0,0
2597,6169,0,0,0
2598,6171,0,0,0
2599,6173,0,0,0
2600,6175,0,0,0
2601,6175,0,0,0
2602,6178,0,0,0
2603,6181,0,0,0
2604,6184,0,0,0
2605,6187,0,0,0
2606,6190,0,0,0
2607,6193,0,0,0
2608,6196,0,0,0
2609,6199,0,0,0
2610,6202,0,0,0
2611,6205,0,0,0
2612,6208,0,0,0
2613,6211,0,0,0
2614,6214,0,0,0
2615,6217,0,0,0
2616,6220,0,0,0
2617,6223,0,0,0
2618,6226,0,0,0
2619,6229,0,0,0
2620,6232,0,0,0
2621,6235,0,0,0
2622,6238,0,0,0
2623,6241,0,0,0
2624,6244,0,0,0
2625,6247,0,0,0
2626,6250,0,0,0
2627,6253,0,0,0
2628,6256,0,0,0
2629,6259,0,0,0
2630,6262,0,0,0
2631,6265,0,0,0
2632,6268,0,0,0
2633,6271,0,0,0
2634,6274,0,0,0
2635,6277,0,0,0
2636,6280,0,0,0
2637,6283,0,0,0
2638,6286,0,0,0
2639,6289,0,0,0
2640,6292,0,0,0
2641,6295,0,0,0
2642,6298,0,0,0
2643,6301,0,0,0
2644,6304,0,0,0
2645,6307,0,0,0
2646,6310,0,0,0
2647,6313,0,0,0
2648,6316,0,0,0
2649,6319,0,0,0
2650,6322,0,0,0
2651,6324,0,0,0
2652,6326,0,0,0
2653,6328,0,0,0
2654,6330,0,0,0
2655,6332,0,0,0
2656,6334,0,0,0
2657,6336,0,0,0
2658,6338,0,0,0
2659,6340,0,0,0
2660,6342,0,0,0
2661,6344,0,0,0
2662,6346,0,0,0
2663,6348,0,0,0
2664,6350,0,0,0
2665,6352,0,0,0
2666,6354,0,0,0
2667,6356,0,0,0
2668,6358,0,0,0
2669,6360,0,0,0
2670,6362,0,0,0
2671,6364,0,0,0
2672,6366,0,0,0
2673,6368,0,0,0
2674,6370,0,0,0
2675,6372,0,0,0
2676,6374,0,0,0
2677,6376,0,0,0
2678,6378,0,0,0
2679,6380,0,0,0
2680,6382,0,0,0
2681,6384,0,0,0
2682,6386,0,0,0
2683,6388,0,0,0
2684,6390,0,0,0
2685,6392,0,0,0
2686,6394,0,0,0
2687,6396,0,0,0
2688,6398,0,0,0
2689,6400,0,0,0
2690,6402,0,0,0
2691,6404,0,0,0
2692,6406,0,0,0
2693,6408,0,0,0
2694,6410,0,0,0
2695,6412,0,0,0
2696,6414,0,0,0
2697,6416,0,0,0
2698,6418,0,0,0
2699,6420,0,0,0
2700,6422,0,0,0
2701,6422,0,0,0
2702,6425,0,0,0
2703,6428,0,0,0
2704,6431,0,0,0
2705,6434,0,0,0
2706,6437,0,0,0
2707,6440,0,0,0
2708,6443,0,0,0
2709,6446,0,0,0
2710,6449,0,0,0
2711,6452,0,0,0
2712,6455,0,0,0
2713,6458,0,0,0
2714,6461,0,0,0
2715,6464,0,0,0
2716,6467,0,0,0
2717,6470,0,0,0
2718,6473,0,0,0
2719,6476,0,0,0
2720,6479,0,0,0
2721,6482,0,0,0
2722,6485,0,0,0
2723,6488,0,0,0
2724,6491,0,0,0
2725,6494,0,0,0
2726,6497,0,0,0
2727,6500,0,0,0
2728,6503,0,0,0
2729,6506,0,0,0
2730,6509,0,0,0
2731,6512,0,0,0
2732,6515,0,0,0
2733,6518,0,0,0
2734,6521,0,0,0
2735,6524,0,0,0
2736,6527,0,0,0
2737,6530,0,0,0
2738,6533,0,0,0
2739,6536,0,0,0
2740,6539,0,0,0
2741,6542,0,0,0
2742,6545,0,0,0
2743,6548,0,0,0
2744,6551,0,0,0
2745,6554,0,0,0
2746,6557,0,0,0
2747,6560,0,0,0
2748,6563,0,0,0
2749,6566,0,0,0
2750,6569,0,0,0
2751,6571,0,0,0
2752,6573,0,0,0
2753,6575,0,0,0
2754,6577,0,0,0
2755,6579,0,0,0
2756,6581,0,0,0
2757,6583,0,0,0
2758,6585,0,0,0
2759,6587,0,0,0
2760,6589,0,0,0
2761,6591,0,0,0
2762,6593,0,0,0
2763,6595,0,0,0
2764,6597,0,0,0
2765,6599,0,0,0
2766,6601,0,0,0
2767,6603,0,0,0
2768,6605,0,0,0
2769,6607,0,0,0
2770,6609,0,0,0
2771,6611,0,0,0
2772,6613,0,0,0
2773,6615,0,0,0
2774,6617,0,0,0
2775,6619,0,0,0
2776,6621,0,0,0
2777,6623,0,0,0
2778,6625,0,0,0
2779,6627,0,0,0
2780,6629,0,0,0
2781,6631,0,0,0
2782,6633,0,0,0
2783,6635,0,0,0
2784,6637,0,0,0
2785,6639,0,0,0
2786,6641,0,0,0
2787,6643,0,0,0
2788,6645,0,0,0
2789,6647,0,0,0
2790,6649,0,0,0
2791,6651,0,0,0
2792,6653,0,0,0
2793,6655,0,0,0
2794,6657,0,0,0
2795,6659,0,0,0
2796,6661,0,0,0
2797,6663,0,0,0
2798,6665,0,0,0
2799,6667,0,0,0
2800,6669,0,0,0
2801,6669,0,0,0
2802,6672,0,0,0
2803,6675,0,0,0
2804,6678,0,0,0
2805,6681,0,0,0
2806,6684,0,0,0
2807,6687,0,0,0
2808,6690,0,0,0
2809,6693,0,0,0
2810,6696,0,0,0
2811,6699,0,0,0
2812,6702,0,0,0
2813,6705,0,0,0
2814,6708,0,0,0
2815,6711,0,0,0
2816,6714,0,0,0
2817,6717,0,0,0
2818,6720,0,0,0
2819,6723,0,0,0
2820,6726,0,0,0
2821,6729,0,0,0
2822,6732,0,0,0
2823,6735,0,0,0
2824,6738,0,0,0
2825,6741,0,0,0
2826,6744,0,0,0
2827,6747,0,0,0
2828,6750,0,0,0
2829,6753,0,0,0
2830,6756,0,0,0
2831,6759,0,0,0
2832,6762,0,0,0
2833,6765,0,0,0
2834,6768,0,0,0
2835,6771,0,0,0
2836,6774,0,0,0
2837,6777,0,0,0
2838,6780,0,0,0
2839,6783,0,0,0
2840,6786,0,0,0
2841,6789,0,0,0
2842,6792,0,0,0
2843,6795,0,0,0
2844,6798,0,0,0
2845,6801,0,0,0
2846,6804,0,0,0
2847,6807,0,0,0
2848,6810,0,0,0
2849,6813,0,0,0
2850,6816,0,0,0
2851,6818,0,0,0
2852,6820,0,0,0
2853,6822,0,0,0
2854,6824,0,0,0
2855,6826,0,0,0
2856,6828,0,0,0
2857,6830,0,0,0
2858,6832,0,0,0
2859,6834,0,0,0
2860,6836,0,0,0
2861,6838,0,0,0
2862,6840,0,0,0
2863,6842,0,0,0
2864,6844,0,0,0
2865,6846,0,0,0
2866,6848,0,0,0
2867,6850,0,0,0
2868,6852,0,0,0
2869,6854,0,0,0
2870,6856,0,0,0
2871,6858,0,0,0
2872,6860,0,0,0
2873,6862,0,0,0
2874,6864,0,0,0
2875,6866,0,0,0
2876,6868,0,0,0
2877,6870,0,0,0
2878,6872,0,0,0
2879,6874,0,0,0
2880,6876,0,0,0
2881,6878,0,0,0
2882,6880,0,0,0
2883,6882,0,0,0
2884,6884,0,0,0
2885,6886,0,0,0
2886,6888,0,0,0
2887,6890,0,0,0
2888,6892,0,0,0
2889,6894,0,0,0
2890,6896,0,0,0
2891,6898,0,0,0
2892,6900,0,0,0
2893,6902,0,0,0
2894,6904,0,0,0
2895,6906,0,0,0
2896,6908,0,0,0
2897,6910,0,0,0
2898,6912,0,0,0
2899,6914,0,0,0
2900,6916,0,0,0
2901,6916,0,0,0
2902,6919,0,0,0
2903,6922,0,0,0
2904,6925,0,0,0
2905,6928,0,0,0
2906,6931,0,0,0
2907,6934,0,0,0
2908,6937,0,0,0
2909,6940,0,0,0
2910,6943,0,0,0
2911,6946,0,0,0
2912,6949,0,0,0
2913,6952,0,0,0
2914,6955,0,0,0
2915,6958,0,0,0
2916,6961,0,0,0
2917,6964,0,0,0
2918,6967,0,0,0
2919,6970,0,0,0
2920,6973,0,0,0
2921,6976,0,0,0
2922,6979,0,0,0
2923,6982,0,0,0
2924,6985,0,0,0
2925,6988,0,0,0
2926,6991,0,0,0
2927,6994,0,0,0
2928,6997,0,0,0
2929,7000,0,0,0
2930,7003,0,0,0
2931,7006,0,0,0
2932,7009,0,0,0
2933,7012,0,0,0
2934,7015,0,0,0
2935,7018,0,0,0
2936,7021,0,0,0
2937,7024,0,0,0
2938,7027,0,0,0
2939,7030,0,0,0
2940,7033,0,0,0
2941,7036,0,0,0
2942,7039,0,0,0
2943,7042,0,0,0
2944,7045,0,0,0
2945,7048,0,0,0
2946,7051,0,0,0
2947,7054,0,0,0
2948,7057,0,0,0
2949,7060,0,0,0
2950,7063,0,0,0
2951,7065,0,0,0
2952,7067,0,0,0
2953,7069,0,0,0
2954,7071,0,0,0
2955,7073,0,0,0
2956,7075,0,0,0
2957,7077,0,0,0
2958,7079,0,0,0
2959,7081,0,0,0
2960,7083,0,0,0
2961,7085,0,0,0
2962,7087,0,0,0
2963,7089,0,0,0
2964,7091,0,0,0
2965,7093,0,0,0
2966,7095,0,0,0
2967,7097,0,0,0
2968,7099,0,0,0
2969,7101,0,0,0
2970,7103,0,0,0
2971,7105,0,0,0
2972,7107,0,0,0
2973,7109,0,0,0
2974,7111,0,0,0
2975,7113,0,0,0
2976,7115,0,0,0
2977,7117,0,0,0
2978,7119,0,0,0
2979,7121,0,0,0
2980,7123,0,0,0
2981,7125,0,0,0
2982,7127,0,0,0
2983,7129,0,0,0
2984,7131,0,0,0
2985,7133,0,0,0
2986,7135,0,0,0
2987,7137,0,0,0
2988,7139,0,0,0
2989,7141,0,0,0
2990,7143,0,0,0
2991,7145,0,0,0
2992,7147,0,0,0
2993,7149,0,0,0
2994,7151,0,0,0
2995,7153,0,0,0
2996,7155,0,0,0
2997,7157,0,0,0
2998,7159,0,0,0
2999,7161,0,0,0
3000,7163,0,0,0
3001,7163,0,0,0
3002,7166,0,0,0
3003,7169,0,0,0
3004,7172,0,0,0
3005,7175,0,0,0
3006,7178,0,0,0
3007,7181,0,0,0
3008,7184,0,0,0
3009,7187,0,0,0
3010,7190,0,0,0
3011,7193,0,0,0
3012,7196,0,0,0
3013,7199,0,0,0
3014,7202,0,0,0
3015,7205,0,0,0
3016,7208,0,0,0
3017,7211,0,0,0
3018,7214,0,0,0
3019,7217,0,0,0
3020,7220,0,0,0
3021,7223,0,0,0
3022,7226,0,0,0
3023,7229,0,0,0
3024,7232,0,0,0
3025,7235,0,0,0
3026,7238,0,0,0
3027,7241,0,0,0
3028,7244,0,0,0
3029,7247,0,0,0
3030,7250,0,0,0
3031,7253,0,0,0
3032,7256,0,0,0
3033,7259,0,0,0
3034,7262,0,0,0
3035,7265,0,0,0
3036,7268,0,0,0
3037,7271,0,0,0
3038,7274,0,0,0
3039,7277,0,0,0
3040,7280,0,0,0
3041,7283,0,0,0
3042,7286,0,0,0
3043,7289,0,0,0
3044,7292,0,0,0
3045,7295,0,0,0
3046,7298,0,0,0
3047,7301,0,0,0
3048,7304,0,0,0
3049,7307,0,0,0
3050,7310,0,0,0
3051,7312,0,0,0
3052,7314,0,0,0
3053,7316,0,0,0
3054,7318,0,0,0
3055,7320,0,0,0
3056,7322,0,0,0
3057,7324,0,0,0
3058,7326,0,0,0
3059,7328,0,0,0
3060,7330,0,0,0
3061,7332,0,0,0
3062,7334,0,0,0
3063,7336,0,0,0
3064,7338,0,0,0
3065,7340,0,0,0
3066,7342,0,0,0
3067,7344,0,0,0
3068,7346,0,0,0
3069,7348,0,0,0
3070,7350,0,0,0
3071,7352,0,0,0
3072,7354,0,0,0
3073,7356,0,0,0
3074,7358,0,0,0
3075,7360,0,0,0
3076,7362,0,0,0
3077,7364,0,0,0
3078,7366,0,0,0
3079,7368,0,0,0
3080,7370,0,0,0
3081,7372,0,0,0
3082,7374,0,0,0
3083,7376,0,0,0
3084,7378,0,0,0
3085,7380,0,0,0
3086,7382,0,0,0
3087,7384,0,0,0
3088,7386,0,0,0
3089,7388,0,0,0
3090,7390,0,0,0
3091,7392,0,0,0
3092,7394,0,0,0
3093,7396,0,0,0
3094,7398,0,0,0
3095,7400,0,0,0
3096,7402,0,0,0
3097,7404,0,0,0
3098,7406,0,0,0
3099,7408,0,0,0
3100,7410,0,0,0
3101,7410,0,0,0
3102,7413,0,0,0
3103,7416,0,0,0
3104,7419,0,0,0
3105,7422,0,0,0
3106,7425,0,0,0
3107,7428,0,0,0
3108,7431,0,0,0
3109,7434,0,0,0
3110,7437,0,0,0
3111,7440,0,0,0
3112,7443,0,0,0
3113,7446,0,0,0
3114,7449,0,0,0
3115,7452,0,0,0
3116,7455,0,0,0
3117,7458,0,0,0
3118,7461,0,0,0
3119,7464,0,0,0
3120,7467,0,0,0
3121,7470,0,0,0
3122,7473,0,0,0
3123,7476,0,0,0
3124,7479,0,0,0
3125,7482,0,0,0
3126,7485,0,0,0
3127,7488,0,0,0
3128,7491,0,0,0
3129,7494,0,0,0
3130,7497,0,0,0
3131,7500,0,0,0
3132,7503,0,0,0
3133,7506,0,0,0
3134,7509,0,0,0
3135,7512,0,0,0
3136,7515,0,0,0
3137,7518,0,0,0
3138,7521,0,0,0
3139,7524,0,0,0
3140,7527,0,0,0
3141,7530,0,0,0
3142,7533,0,0,0
3143,7536,0,0,0
3144,7539,0,0,0
3145,7542,0,0,0
3146,7545,0,0,0
3147,7548,0,0,0
3148,7551,0,0,0
3149,7554,0,0,0
3150,7557,0,0,0
3151,7559,0,0,0
3152,7561,0,0,0
3153,7563,0,0,0
3154,7565,0,0,0
3155,7567,0,0,0
3156,7569,0,0,0
3157,7571,0,0,0
3158,7573,0,0,0
3159,7575,0,0,0
3160,7577,0,0,0
3161,7579,0,0,0
3162,7581,0,0,0
3163,7583,0,0,0
3164,7585,0,0,0
3165,7587,0,0,0
3166,7589,0,0,0
3167,7591,0,0,0
3168,7593,0,0,0
3169,7595,0,0,0
3170,7597,0,0,0
3171,7599,0,0,0
3172,7601,0,0,0
3173,7603,0,0,0
3174,7605,0,0,0
3175,7607,0,0,0
3176,7609,0,0,0
3177,7611,0,0,0
3178,7613,0,0,0
3179,7615,0,0,0
3180,7617,0,0,0
3181,7619,0,0,0
3182,7621,0,0,0
3183,7623,0,0,0
3184,7625,0,0,0
3185,7627,0,0,0
3186,7629,0,0,0
3187,7631,0,0,0
3188,7633,0,0,0
3189,7635,0,0,0
3190,7637,0,0,0
3191,7639,0,0,0
3192,7641,0,0,0
3193,7643,0,0,0
3194,7645,0,0,0
3195,7647,0,0,0
3196,7649,0,0,0
3197,7651,0,0,0
3198,7653,0,0,0
3199,7655,0,0,0
3200,7657,0,0,0
3201,7657,0,0,0
3202,7660,0,0,0
3203,7663,0,0,0
3204,7666,0,0,0
3205,7669,0,0,0
3206,7672,0,0,0
3207,7675,0,0,0
3208,7678,0,0,0
3209,7681,0,0,0
3210,7684,0,0,0
3211,7687,0,0,0
3212,7690,0,0,0
3213,7693,0,0,0
3214,7696,0,0,0
3215,7699,0,0,0
3216,7702,0,0,0
3217,7705,0,0,0
3218,7708,0,0,0
3219,7711,0,0,0
3220,7714,0,0,0
3221,7717,0,0,0
3222,7720,0,0,0
3223,7723,0,0,0
3224,7726,0,0,0
3225,7729,0,0,0
3226,7732,0,0,0
3227,7735,0,0,0
3228,7738,0,0,0
3229,7741,0,0,0
3230,7744,0,0,0
3231,7747,0,0,0
3232,7750,0,0,0
3233,7753,0,0,0
3234,7756,0,0,0
3235,7759,0,0,0
3236,7762,0,0,0
3237,7765,0,0,0
3238,7768,0,0,0
3239,7771,0,0,0
3240,7774,0,0,0
3241,7777,0,0,0
3242,7780,0,0,0
3243,7783,0,0,0
3244,7786,0,0,0
3245,7789,0,0,0
3246,7792,0,0,0
3247,7795,0,0,0
3248,7798,0,0,0
3249,7801,0,0,0
3250,7804,0,0,0
3251,7806,0,0,0
3252,7808,0,0,0
3253,7810,0,0,0
3254,7812,0,0,0
3255,7814,0,0,0
3256,7816,0,0,0
3257,7818,0,0,0
3258,7820,0,0,0
3259,7822,0,0,0
3260,7824,0,0,0
3261,7826,0,0,0
3262,7828,0,0,0
3263,7830,0,0,0
3264,7832,0,0,0
3265,7834,0,0,0
3266,7836,0,0,0
3267,7838,0,0,0
3268,7840,0,0,0
3269,7842,0,0,0
3270,7844,0,0,0
3271,7846,0,0,0
3272,7848,0,0,0
3273,7850,0,0,0
3274,7852,0,0,0
3275,7854,0,0,0
3276,7856,0,0,0
3277,7858,0,0,0
3278,7860,0,0,0
3279,7862,0,0,0
3280,7864,0,0,0
3281,7866,0,0,0
3282,7868,0,0,0
3283,7870,0,0,0
3284,7872,0,0,0
3285,7874,0,0,0
3286,7876,0,0,0
3287,7878,0,0,0
3288,7880,0,0,0
3289,7882,0,0,0
3290,7884,0,0,0
3291,7886,0,0,0
3292,7888,0,0,0
3293,7890,0,0,0
3294,7892,0,0,0
3295,7894,0,0,0
3296,7896,0,0,0
3297,7898,0,0,0
3298,7900,0,0,0
3299,7902,0,0,0
3300,7904,0,0,0
3301,7904,0,0,0
3302,7907,0,0,0
3303,7910,0,0,0
3304,7913,0,0,0
3305,7916,0,0,0
3306,7919,0,0,0
3307,7922,0,0,0
3308,7925,0,0,0
3309,7928,0,0,0
3310,7931,0,0,0
3311,7934,0,0,0
3312,7937,0,0,0
3313,7940,0,0,0
3314,7943,0,0,0
3315,7946,0,0,0
3316,7949,0,0,0
3317,7952,0,0,0
3318,7955,0,0,0
3319,7958,0,0,0
3320,7961,0,0,0
3321,7964,0,0,0
3322,7967,0,0,0
3323,7970,0,0,0
3324,7973,0,0,0
3325,7976,0,0,0
3326,7979,0,0,0
3327,7982,0,0,0
3328,7985,0,0,0
3329,7988,0,0,0
3330,7991,0,0,0
3331,7994,0,0,0
3332,7997,0,0,0
3333,8000,0,0,0
3334,8003,0,0,0
3335,8006,0,0,0
3336,8009,0,0,0
3337,8012,0,0,0
3338,8015,0,0,0
3339,8018,0,0,0
3340,8021,0,0,0
3341,8024,0,0,0
3342,8027,0,0,0
3343,8030,0,0,0
3344,8033,0,0,0
3345,8036,0,0,0
3346,8039,0,0,0
3347,8042,0,0,0
3348,8045,0,0,0
3349,8048,0,0,0
3350,8051,0,0,0
3351,8053,0,0,0
3352,8055,0,0,0
3353,8057,0,0,0
3354,8059,0,0,0
3355,8061,0,0,0
3356,8063,0,0,0
3357,8065,0,0,0
3358,8067,0,0,0
3359,8069,0,0,0
3360,8071,0,0,0
3361,8073,0,0,0
3362,8075,0,0,0
3363,8077,0,0,0
3364,8079,0,0,0
3365,8081,0,0,0
3366,8083,0,0,0
3367,8085,0,0,0
3368,8087,0,0,0
3369,8089,0,0,0
3370,8091,0,0,0
3371,8093,0,0,0
3372,8095,0,0,0
3373,8097,0,0,0
3374,8099,0,0,0
3375,8101,0,0,0
3376,8103,0,0,0
3377,8105,0,0,0
3378,8107,0,0,0
3379,8109,0,0,0
3380,8111,0,0,0
3381,8113,0,0,0
3382,8115,0,0,0
3383,8117,0,0,0
3384,8119,0,0,0
3385,8121,0,0,0
3386,8123,0,0,0
3387,8125,0,0,0
3388,8127,0,0,0
3389,8129,0,0,0
3390,8131,0,0,0
3391,8133,0,0,0
3392,8135,0,0,0
3393,8137,0,0,0
3394,8139,0,0,0
3395,8141,0,0,0
3396,8143,0,0,0
3397,8145,0,0,0
3398,8147,0,0,0
3399,8149,0,0,0
3400,8151,0,0,0
3401,8151,0,0,0
3402,8154,0,0,0
3403,8157,0,0,0
3404,8160,0,0,0
3405,8163,0,0,0
3406,8166,0,0,0
3407,8169,0,0,0
3408,8172,0,0,0
3409,8175,0,0,0
3410,8178,0,0,0
3411,8181,0,0,0
3412,8184,0,0,0
3413,8187,0,0,0
3414,8190,0,0,0
3415,8193,0,0,0
3416,8196,0,0,0
3417,8199,0,0,0
3418,8202,0,0,0
3419,8205,0,0,0
3420,8208,0,0,0
3421,8211,0,0,0
3422,8214,0,0,0
3423,8217,0,0,0
3424,8220,0,0,0
3425,8223,0,0,0
3426,8226,0,0,0
3427,8229,0,0,0
3428,8232,0,0,0
3429,8235,0,0,0
3430,8238,0,0,0
3431,8241,0,0,0
3432,8244,0,0,0
3433,8247,0,0,0
3434,8250,0,0,0
3435,8253,0,0,0
3436,8256,0,0,0
3437,8259,0,0,0
3438,8262,0,0,0
3439,8265,0,0,0
3440,8268,0,0,0
3441,8271,0,0,0
3442,8274,0,0,0
3443,8277,0,0,0
3444,8280,0,0,0
3445,8283,0,0,0
3446,8286,0,0,0
3447,8289,0,0,0
3448,8292,0,0,0
3449,8295,0,0,0
3450,8298,0,0,0
3451,8300,0,0,0
3452,8302,0,0,0
3453,8304,0,0,0
3454,8306,0,0,0
3455,8308,0,0,0
3456,8310,0,0,0
3457,8312,0,0,0
3458,8314,0,0,0
3459,8316,0,0,0
3460,8318,0,0,0
3461,8320,0,0,0
3462,8322,0,0,0
3463,8324,0,0,0
3464,8326,0,0,0
3465,8328,0,0,0
3466,8330,0,0,0
3467,8332,0,0,0
3468,8334,0,0,0
3469,8336,0,0,0
3470,8338,0,0,0
3471,8340,0,0,0
3472,8342,0,0,0
3473,8344,0,0,0
3474,8346,0,0,0
3475,8348,0,0,0
3476,8350,0,0,0
3477,8352,0,0,0
3478,8354,0,0,0
3479,8356,0,0,0
3480,8358,0,0,0
3481,8360,0,0,0
3482,8362,0,0,0
3483,8364,0,0,0
3484,8366,0,0,0
3485,8368,0,0,0
3486,8370,0,0,0
3487,8372,0,0,0
3488,8374,0,0,0
3489,8376,0,0,0
3490,8378,0,0,0
3491,8380,0,0,0
3492,8382,0,0,0
3493,8384,0,0,0
3494,8386,0,0,0
3495,8388,0,0,0
3496,8390,0,0,0
3497,8392,0,0,0
3498,8394,0,0,0
3499,8396,0,0,0
3500,8398,0,0,0
3501,8398,0,0,0
3502,8401,0,0,0
3503,8404,0,0,0
3504,8407,0,0,0
3505,8410,0,0,0
3506,8413,0,0,0
3507,8416,0,0,0
3508,8419,0,0,0
3509,8422,0,0,0
3510,8425,0,0,0
3511,8428,0,0,0
3512,8431,0,0,0
3513,8434,0,0,0
3514,8437,0,0,0
3515,8440,0,0,0
3516,8443,0,0,0
3517,8446,0,0,0
3518,8449,0,0,0
3519,8452,0,0,0
3520,8455,0,0,0
3521,8458,0,0,0
3522,8461,0,0,0
3523,8464,0,0,0
3524,8467,0,0,0
3525,8470,0,0,0
3526,8473,0,0,0
3527,8476,0,0,0
3528,8479,0,0,0
3529,8482,0,0,0
3530,8485,0,0,0
3531,8488,0,0,0
3532,8491,0,0,0
3533,8494,0,0,0
3534,8497,0,0,0
3535,8500,0,0,0
3536,8503,0,0,0
3537,8506,0,0,0
3538,8509,0,0,0
3539,8512,0,0,0
3540,8515,0,0,0
3541,8518,0,0,0
3542,8521,0,0,0
3543,8524,0,0,0
3544,8527,0,0,0
3545,8530,0,0,0
3546,8533,0,0,0
3547,8536,0,0,0
3548,8539,0,0,0
3549,8542,0,0,0
3550,8545,0,0,0
3551,8547,0,0,0
3552,8549,0,0,0
3553,8551,0,0,0
3554,8553,0,0,0
3555,8555,0,0,0
3556,8557,0,0,0
3557,8559,0,0,0
3558,8561,0,0,0
3559,8563,0,0,0
3560,8565,0,0,0
3561,8567,0,0,0
3562,8569,0,0,0
3563,8571,0,0,0
3564,8573,0,0,0
3565,8575,0,0,0
3566,8577,0,0,0
3567,8579,0,0,0
3568,8581,0,0,0
3569,8583,0,0,0
3570,8585,0,0,0
3571,8587,0,0,0
3572,8589,0,0,0
3573,8591,0,0,0
3574,8593,0,0,0
3575,8595,0,0,0
3576,8597,0,0,0
3577,8599,0,0,0
3578,8601,0,0,0
3579,8603,0,0,0
3580,8605,0,0,0
3581,8607,0,0,0
3582,8609,0,0,0
3583,8611,0,0,0
3584,8613,0,0,0
3585,8615,0,0,0
3586,8617,0,0,0
3587,8619,0,0,0
3588,8621,0,0,0
3589,8623,0,0,0
3590,8625,0,0,0
3591,8627,0,0,0
3592,8629,0,0,0
3593,8631,0,0,0
3594,8633,0,0,0
3595,8635,0,0,0
3596,8637,0,0,0
3597,8639,0,0,0
3598,8641,0,0,0
3599,8643,0,0,0
3600,8645,0,0,0
3601,8645,0,0,0
3602,8648,0,0,0
3603,8651,0,0,0
3604,8654,0,0,0
3605,8657,0,0,0
3606,8660,0,0,0
3607,8663,0,0,0
3608,8666,0,0,0
3609,8669,0,0,0
3610,8672,0,0,0
3611,8675,0,0,0
3612,8678,0,0,0
3613,8681,0,0,0
3614,8684,0,0,0
3615,8687,0,0,0
3616,8690,0,0,0
3617,8693,0,0,0
3618,8696,0,0,0
3619,8699,0,0,0
3620,8702,0,0,0
3621,8705,0,0,0
3622,8708,0,0,0
3623,8711,0,0,0
3624,8714,0,0,0
3625,8717,0,0,0
3626,8720,0,0,0
3627,8723,0,0,0
3628,8726,0,0,0
3629,8729,0,0,0
3630,8732,0,0,0
3631,8735,0,0,0
3632,8738,0,0,0
3633,8741,0,0,0
3634,8744,0,0,0
3635,8747,0,0,0
3636,8750,0,0,0
3637,8753,0,0,0
3638,8756,0,0,0
3639,8759,0,0,0
3640,8762,0,0,0
3641,8765,0,0,0
3642,8768,0,0,0
3643,8771,0,0,0
3644,8774,0,0,0
3645,8777,0,0,0
3646,8780,0,0,0
3647,8783,0,0,0
3648,8786,0,0,0
3649,8789,0,0,0
3650,8792,0,0,0
3651,8794,0,0,0
3652,8796,0,0,0
3653,8798,0,0,0
3654,8800,0,0,0
3655,8802,0,0,0
3656,8804,0,0,0
3657,8806,0,0,0
3658,8808,0,0,0
3659,8810,0,0,0
3660,8812,0,0,0
3661,8814,0,0,0
3662,8816,0,0,0
3663,8818,0,0,0
3664,8820,0,0,0
3665,8822,0,0,0
3666,8824,0,0,0
3667,8826,0,0,0
3668,8828,0,0,0
3669,8830,0,0,0
3670,8832,0,0,0
3671,8834,0,0,0
3672,8836,0,0,0
3673,8838,0,0,0
3674,8840,0,0,0
3675,8842,0,0,0
3676,8844,0,0,0
3677,8846,0,0,0
3678,8848,0,0,0
3679,8850,0,0,0
3680,8852,0,0,0
3681,8854,0,0,0
3682,8856,0,0,0
3683,8858,0,0,0
3684,8860,0,0,0
3685,8862,0,0,0
3686,8864,0,0,0
3687,8866,0,0,0
3688,8868,0,0,0
3689,8870,0,0,0
3690,8872,0,0,0
3691,8874,0,0,0
3692,8876,0,0,0
3693,8878,0,0,0
3694,8880,0,0,0
3695,8882,0,0,0
3696,8884,0,0,0
3697,8886,0,0,0
3698,8888,0,0,0
3699,8890,0,0,0
3700,8892,0,0,0
3701,8892,0,0,0
3702,8895,0,0,0
3703,8898,0,0,0
3704,8901,0,0,0
3705,8904,0,0,0
3706,8907,0,0,0
